,Symbol,EarningsPerShare,PriceEarningsRatio,DebtEquityRatio,ReturnOnEquity,QuickRatio,WorkingCapitalRatio
1605,MLI,1.8113,12.6957,0.9058,0.1905,1.4864,3.0181
1606,ROG,4.7664,20.7673,0.2693,0.1033,2.9144,4.5324
1607,UMC,0.2573,16.855,0.3932,0.0159,2.1747,2.8229
1611,KEYS,0.8803,64.8636,0.7357,0.0678,1.0513,1.6265
1612,HRC,3.8009,24.9685,1.2207,0.1562,1.1529,1.7446
1613,SSP,0.2526,62.92,0.7437,0.022,2.0584,2.3782
1614,FRT,3.1662,37.1195,1.2481,0.1031,0.7772,1.5998
1615,NDSN,6.4898,18.8433,0.9089,0.2601,1.6761,2.524
1616,ALSK,0.1707,8.4706,1.0089,0.0538,0.9856,1.3856
1618,STC,2.0017,20.495,0.1529,0.0706,1.3888,1.3743
1619,IRT,0.2956,30.6,1.5747,0.0422,0.4042,2.7821
1620,FFBC,1.7628,12.1641,0.2748,0.083,0.0278,0.0287
1621,DLTH,0.7193,25.6712,0.2064,0.1716,0.1473,2.0245
1622,LII,8.9119,24.7579,-6.9606,-2.3997,0.5146,1.0802
1623,OSG,0.1524,11.0667,1.0488,0.0409,1.7197,1.9403
1624,GOOS,0.9032,46.9803,0.5628,0.3945,0.8024,2.253
1626,EGRX,2.1393,18.6528,0.2762,0.1984,3.6607,4.1285
1627,BMO,6.8638,11.9548,0.8867,0.1192,0.2172,0.4436
1629,EPAM,4.4484,25.8951,0.0198,0.1903,4.4626,4.5622
1631,PVH,6.9908,21.1039,0.5565,0.0971,0.636,1.6194
1633,MTD,20.4676,27.82,1.7535,0.8687,0.9717,1.424
1639,ESS,5.9056,41.4907,0.8825,0.0623,0.2584,0.2995
1641,INGR,6.2656,14.624,0.8794,0.1855,1.3584,2.26
1643,EPAY,0.2285,217.75,0.4824,0.03,1.6937,1.8541
1646,ADSW,0.106,217.6364,2.0878,0.0103,0.5421,0.6534
1647,WPC,2.5553,18.6686,0.9123,0.0603,0.5077,3.2286
1648,VRSK,3.6369,30.0386,1.3152,0.2891,0.3744,0.4866
1649,ICLR,5.9661,21.6795,0.2579,0.2382,2.0863,2.1784
1651,AWR,1.7382,38.7514,0.7468,0.1144,0.8074,0.8969
1654,WLKP,1.5303,15.9801,2.2131,0.2287,4.9697,5.0673
1655,BFAM,2.7053,40.9743,1.5878,0.2015,0.3031,0.4008
1657,TEN,0.68,29.4516,3.1825,0.0319,0.7405,1.4141
1658,SUP,1.0376,16.5862,1.7802,0.0696,0.8566,2.0756
1661,LEA,17.917,7.0813,0.4675,0.2737,0.9718,1.3955
1662,APD,6.8308,24.8067,0.3511,0.138,1.9486,2.1735
1665,SXC,0.4046,21.375,1.8104,0.0566,1.2922,1.9579
1666,ATTO,0.2508,14.3214,1.3867,0.0559,2.6305,1.4416
1668,DAR,0.6164,31.0323,0.7366,0.0447,0.9123,1.6613
1669,PCH,1.9581,15.5862,0.5745,0.0935,0.7194,1.9239
1674,AJG,3.4495,21.2392,0.8025,0.1408,0.9221,1.0553
1675,RGA,11.4034,12.4649,0.3651,0.0847,0.8177,0.9102
1676,GMLP,0.8589,12.5581,2.0483,0.1077,2.1827,1.2088
1677,TAST,0.2765,44.7273,1.5089,0.0545,0.1912,0.4222
1678,KB,7671.4353,6.051,2.382,0.0857,0.0757,0.2716
1679,OTEX,0.9056,39.022,0.7052,0.0652,1.1773,1.3348
1680,FHB,1.9603,11.6632,0.2376,0.1047,0.0585,0.0621
1682,SNV,3.5272,9.1662,0.5288,0.1367,0.0414,0.0518
1683,MOD,0.4399,45.9091,0.9782,0.0453,0.7404,1.2475
1685,WBC,7.5543,14.3887,0.7182,0.3349,2.3171,3.0149
1686,SNA,12.1411,12.0273,0.3654,0.2194,1.541,2.3288
1689,CLDT,0.6587,26.7879,0.7223,0.0384,0.7515,0.8011
1691,OSBC,1.1429,11.4035,0.5107,0.1485,0.0239,0.0286
1692,BRKL,1.032,13.2885,1.6937,0.0923,0.0145,0.0199
1693,DEO,1.0971,21.8959,1.0398,0.3038,0.5712,1.3665
1694,UNFI,3.2833,9.753,0.1911,0.0897,0.8624,2.5584
1695,ONDK,0.3689,15.9459,2.7387,0.0929,2.7778,32.0913
1696,SAH,1.2082,11.3719,3.0119,0.0627,0.2282,1.0244
1698,HZO,1.4568,11.5537,0.6031,0.1113,0.2896,1.6268
1701,SLGN,2.0249,11.6355,2.6151,0.2542,0.5413,1.1956
1702,IBKR,2.2504,23.7609,8.0164,0.1318,1.0788,1.116
1703,HMC,587.7759,6.5793,0.8791,0.1335,1.463,1.2314
1704,GPI,8.2283,6.7331,2.7846,0.144,0.1993,1.0066
1705,CPA,2.0913,38.0242,0.6993,0.0479,0.8018,1.0162
1706,ROCK,1.99,17.795,0.3526,0.1069,1.1131,1.3861
1708,HOV,0.7615,48.6667,-3.4628,-0.01,1.184,7.4435
1710,CTLT,0.6268,65.3438,2.5042,0.0769,1.6745,2.1499
1713,UEPS,1.1299,8.0531,0.0773,0.1002,0.867,1.5108
1714,AMCX,7.893,7.1458,9.903,1.409,1.7442,2.4622
1716,SAIC,4.1856,18.0872,3.1315,0.5474,1.177,1.3669
1717,DIOD,2.0713,15.4354,0.2405,0.1117,1.8776,2.8928
1720,TPX,1.8441,22.3784,7.5687,0.4621,0.549,1.2039
1721,CBM,2.7538,13.5827,0.4589,0.1414,2.3693,3.9276
1724,PLYA,0.1454,44.9375,1.1657,0.0226,1.0656,1.3409
1725,CSFL,1.6354,11.8202,0.0218,0.0794,0.0358,0.0578
1726,CFFN,0.7155,17.3014,2.1917,0.0711,0.0212,0.0233
1729,UL,3.1039,12.9878,2.1504,0.8114,0.5356,0.783
1730,LOPE,4.7578,19.9875,0.0494,0.1887,3.6991,3.8434
1732,HVT,1.4613,12.9517,0.185,0.1104,0.9279,2.2879
1734,RLI,1.4427,47.5793,0.1847,0.0795,0.2003,0.591
1735,KEX,1.3105,51.4198,0.4389,0.0244,0.7,1.8041
1736,SMTC,0.5489,66.6364,0.3406,0.0548,2.8612,3.6545
1739,B,3.2391,16.8616,0.7847,0.1381,1.3496,2.2527
1740,DIN,4.3835,15.2009,-7.1159,-0.3973,1.592,1.2088
1741,SCHN,5.8054,4.6555,0.1612,0.2349,0.6838,1.7605
1742,OMN,0.4612,17.7174,5.6059,0.3594,1.2422,1.8909
1745,UBSI,2.4843,12.6463,0.461,0.0788,0.0704,0.0934
1747,GVA,0.9043,41.5258,0.2829,0.0314,1.5613,2.0881
1748,EVTC,1.186,24.1176,2.5457,0.408,1.3684,1.5815
1750,DESP,0.2772,44.3214,0.1259,0.0774,1.5143,1.6902
1751,ODFL,7.4088,16.7104,0.0168,0.226,1.846,1.9797
1754,TGP,0.0328,367.3333,1.7828,0.0155,0.854,0.9068
1756,KRA,2.097,10.4,2.1431,0.0937,0.8134,2.193
1757,WLTW,5.3487,28.707,0.4644,0.0705,0.223,1.0731
1759,FCFS,3.4953,21.155,0.4483,0.1162,3.7286,5.937
1761,URG,0.0285,21.6667,0.2828,0.0874,1.8526,1.2149
1762,VREX,0.7235,39.2603,0.9146,0.0645,1.3546,3.0138
1765,LM,3.3721,12.9208,0.6138,0.0745,1.8171,1.9636
1768,SON,3.1416,17.0288,0.7874,0.1783,0.8955,1.4029
1769,GDOT,2.2524,35.0308,0.0664,0.1305,0.8645,1.0289
1770,ROP,9.1307,29.1279,0.6386,0.122,0.8525,1.1122
1771,NLS,0.4921,22.2449,0.1752,0.0803,0.9523,1.6672
1772,SITE,1.8097,30.2022,1.8983,0.2449,1.0715,2.7103
1775,RBA,1.1181,29.2143,0.8803,0.1462,0.988,1.3714
1780,MEDP,2.0555,25.8195,0.1352,0.1241,0.6098,0.693
1781,TEF,0.6415,12.9121,3.048,0.1856,0.7909,0.7872
1784,CEIX,5.5071,5.7865,2.1199,0.3732,0.8003,0.963
1785,GIL,1.6946,18.2892,0.3457,0.1812,1.222,3.9873
1786,NEWM,0.3018,37.3226,0.6143,0.0254,0.9161,1.2008
1792,AZUL,0.4524,1786.4516,1.1714,0.1328,0.6793,0.8681
1793,TCS,0.402,13.8,1.1466,0.0781,0.2681,1.2186
1795,GATX,5.6197,12.5996,2.3438,0.1182,0.5985,0.6943
1796,EPC,1.9115,24.2053,0.7434,0.0592,0.6874,1.3266
1798,AMWD,3.6074,21.6316,1.3995,0.1086,1.3157,2.1376
1799,CATY,3.3535,10.009,0.253,0.1281,0.0421,0.0489
1800,MSM,5.8222,14.786,0.3859,0.2373,1.1622,2.3394
1801,COLB,2.3599,15.3771,0.2139,0.085,0.0254,0.0311
1803,GEF,4.3671,13.2865,0.8216,0.189,0.822,1.4573
1804,LOMA,3.2726,27.7903,0.3928,0.1285,0.6404,0.9284
1805,MPAA,1.01,20.5588,0.2474,0.0672,0.4007,1.4577
1806,HCHC,3.4752,0.8408,8.4449,1.8388,1.024,1.0245
1807,GGG,2.0491,20.1569,0.369,0.4536,1.3566,2.4123
1808,BPFH,0.9327,11.2447,0.7467,0.1066,0.018,0.0249
1809,TDS,1.1956,27.1167,0.5349,0.0296,2.1957,2.6507
1810,COWN,1.2363,10.9344,0.4446,0.0539,1.5146,1.5044
1811,MTH,5.6881,6.4762,0.7557,0.1321,1.1139,9.2149
1812,GTLS,2.8201,22.9788,0.6155,0.0995,0.8535,1.805
1813,SKYW,5.4026,8.2352,1.6087,0.1427,0.8148,1.1038
1814,CONN,0.206,158.5714,2.039,0.0121,8.8646,6.581
1815,EZPW,0.7171,14.3973,0.5613,0.0526,2.1116,2.8827
1816,GNL,0.015,1762.0,1.081,0.0076,2.5699,7.3042
1818,NPO,0.9451,63.9362,0.542,0.0229,1.4253,2.5072
1819,RCI,3.9995,17.3,2.0256,0.2517,0.3897,0.715
1823,BAK,3.5467,13.3501,5.8001,0.433,0.5126,0.9239
1824,SEM,1.0185,15.049,4.1324,0.1716,1.2505,1.4075
1825,CCU,871.6699,10.4993,0.2273,0.2516,1.0654,1.4573
1829,HEP,1.6962,16.8,3.3238,0.4184,1.0737,1.1481
1831,GNRC,3.8391,13.9216,1.3406,0.3133,0.982,1.9989
1832,WD,5.1679,8.3981,0.3303,0.179,0.1177,1.2979
1833,SHLO,0.4906,18.551,1.2363,0.0575,0.9341,1.3667
1834,TBBK,1.571,5.0701,0.1352,0.218,0.1408,0.3697
1837,ITT,3.8094,12.6693,0.0638,0.1831,1.2627,1.8864
1840,CHH,3.8648,18.6893,-4.1062,-1.1773,0.8945,0.7656
1841,TOT,4.612,12.2201,0.4648,0.099,0.7846,1.2822
1842,PGTI,0.9308,15.3883,0.9513,0.1399,1.9407,2.8458
1843,MDP,1.4798,35.5068,2.857,0.0605,0.8018,1.6452
1844,SLAB,1.9373,40.6237,0.3324,0.0783,4.7431,5.7071
1845,WWE,1.2764,58.375,0.6764,0.3149,1.2252,1.3258
1847,EHC,2.9547,20.7047,1.9695,0.2289,0.8861,0.9845
1849,NOVT,1.4069,43.1507,0.5631,0.1334,1.5931,2.7042
1850,DTE,6.1564,17.8479,1.3912,0.1094,0.4432,0.7346
1851,MYGN,1.9068,19.6406,0.0096,0.138,2.7779,3.2055
1852,DEA,0.0938,174.2222,0.8533,0.0064,0.983,1.4948
1855,ERF,1.5623,6.759,0.3483,0.189,1.4351,1.7832
1857,LHCG,2.0263,40.6407,0.1851,0.0483,1.5013,1.7801
1858,NDAQ,2.7934,29.4477,0.7031,0.0841,0.1884,0.9696
1859,NFG,4.5552,12.3004,1.1002,0.2021,0.8983,1.2375
1860,WSFS,4.2954,8.8782,0.66,0.1641,0.1015,0.1098
1861,CNNE,0.3841,43.8974,0.0428,0.0245,2.5262,2.8231
1862,WCC,4.8691,9.8563,0.5813,0.1065,1.2806,2.2465
1863,BRC,1.76,21.733,0.07,0.1211,1.795,2.4687
1865,AAT,0.4169,95.6429,1.4571,0.0245,1.4279,2.5541
1866,ENR,1.5643,36.7949,100.3306,3.8163,2.6607,1.559
1867,NSA,0.0664,378.0,1.3937,0.0154,0.854,1.2348
1869,RFP,2.6012,3.0856,0.4205,0.1532,1.1585,2.0062
1871,EE,2.072,24.2174,1.2322,0.0724,0.2897,0.554
1874,MEET,0.0155,231.5,0.1868,0.0058,1.0778,1.1732
1875,UTHR,13.5177,8.0428,0.0897,0.2113,5.7542,6.3919
1876,CALM,2.5895,17.8462,0.0064,0.1321,3.8656,5.4482
1877,ALRM,0.4483,115.2667,0.2414,0.0775,2.5983,3.0299
1879,MKTX,4.598,45.1517,0.0028,0.2844,3.5811,4.9435
1882,WSR,0.5388,22.7037,1.0558,0.0612,0.7882,1.2542
1883,RWT,1.4416,10.2517,6.0669,0.0887,0.0804,4.3516
1884,ECPG,3.7562,5.7457,4.1318,0.1417,0.5371,11.6939
1885,MCRN,0.5868,19.8167,1.5847,0.0788,1.2399,2.458
1886,SFL,0.6637,15.0429,2.263,0.0624,1.0345,1.0234
1887,AME,3.3515,20.089,0.6206,0.1834,0.8634,1.4588
1888,BKNG,86.2947,20.4417,0.9845,0.4551,2.1961,2.3648
1889,CSTE,0.7107,18.8611,0.0377,0.0523,1.7707,3.1461
1891,SR,4.2274,16.5678,1.1657,0.095,0.2445,0.4991
1893,SIMO,0.685,12.6838,0.0006,0.1842,3.5153,4.3861
1894,AMED,3.7426,32.1731,0.0153,0.2478,0.9403,1.0074
1895,HRTG,1.0208,14.019,0.3503,0.0638,1.1542,1.2074
1897,AYX,0.4565,129.2826,0.5753,0.0928,3.4084,3.707
1899,KEM,4.4895,3.6528,0.6998,0.5478,1.5067,2.3603
1900,BWB,0.8954,11.3441,0.8416,0.1218,0.0198,0.0241
1901,BEDU,2.1063,40.6482,0.0175,0.0869,1.9905,1.9962
1902,FSP,0.1219,51.9167,1.1795,0.0156,1.089,1.465
1904,BLD,3.8082,11.658,0.6935,0.1257,1.1436,1.5862
1905,HFWA,1.4389,19.9463,0.0263,0.0697,0.036,0.0621
1906,SCSC,1.2964,31.4615,0.2879,0.0383,0.9455,1.9177
1908,BHLB,2.3086,11.7261,0.3606,0.0681,0.0178,0.0378
1910,TSC,1.8122,10.2421,0.9156,0.1135,0.0355,0.0555
1911,RE,2.5475,85.7323,0.0807,0.0132,0.7873,0.8979
1912,LUNA,0.3847,8.5897,0.0117,0.1765,4.5717,5.6204
1913,FBC,3.245,8.0982,0.4108,0.1191,0.0509,0.3068
1914,CLS,0.6974,12.3521,0.5689,0.0742,1.0051,1.7426
1915,SFNC,2.337,10.312,0.1634,0.096,0.0607,0.0683
1916,GBX,4.7151,11.7886,0.4376,0.1214,2.06,3.0162
1917,GWR,4.1475,18.0978,0.7171,0.0714,1.0727,1.303
1919,HUBB,6.5842,15.1202,1.0071,0.2023,1.1004,1.9584
1923,PBA,2.54,17.5676,0.5254,0.0891,0.5107,0.6799
1928,PB,4.6079,13.5141,0.0002,0.0794,0.0221,0.0269
1929,VVI,2.4173,20.8708,0.5275,0.1127,0.3947,0.549
1930,MRCY,0.8484,43.7955,0.2526,0.053,2.9344,4.6281
1932,TU,2.7314,16.6935,1.3842,0.1583,0.4262,0.7934
1933,LCII,5.8908,11.322,0.4156,0.2103,0.77,2.9657
1934,IBKC,6.5021,9.8892,0.2875,0.0913,0.0273,0.0372
1935,ICFI,3.2578,19.8104,0.3035,0.093,0.8727,1.4102
1936,ACIW,0.5943,46.8983,0.6408,0.0657,2.3117,1.9098
1939,TFSL,0.3046,47.6774,0.4563,0.0486,0.0227,0.0263
1943,HUD,0.7113,53.5937,0.9853,0.1192,1.0057,1.6879
1945,IART,0.7138,61.7808,0.9843,0.0442,1.5409,2.9521
1946,CHU,0.3333,22.3199,0.1259,0.0325,0.2946,0.3532
1948,III,0.1256,32.6154,1.2402,0.0722,2.3287,2.4156
1949,JILL,1.2655,5.0886,1.3478,0.3088,0.291,1.2554
1950,YRCW,0.5968,5.1639,-2.8638,-0.0661,1.1781,1.2772
1952,WWW,2.1099,15.4058,0.5786,0.2029,1.0659,1.8341
1954,PRAA,1.4472,16.8069,2.3313,0.0599,17.624,17.7339
1955,RPT,0.1362,91.9231,1.1848,0.0217,0.9006,1.2715
1956,STMP,9.3162,16.5751,0.0988,0.2748,1.3049,1.5182
1958,CORE,0.9955,23.4848,0.6977,0.0802,0.7639,1.8913
1959,AFG,5.9382,15.2151,0.3515,0.1066,0.4811,0.9137
1961,CYD,17.0165,5.0505,0.2401,0.0828,1.4482,1.7178
1962,MYRG,1.8767,14.9048,0.2862,0.0962,1.1405,1.6759
1963,BANR,4.2135,12.8558,0.888,0.0923,0.0266,0.0502
1964,CRESY,37.253,5.0505,2.7665,0.1554,1.6631,1.7928
1966,MNR,0.4824,23.1127,1.1254,0.0702,0.6224,0.8129
1967,FN,2.2807,16.323,0.0879,0.1136,2.1446,3.1627
1968,CPK,3.4545,23.4971,1.2006,0.1091,0.1565,0.3626
1970,SLF,4.1312,10.7707,0.3479,0.1104,0.3105,12.1426
1971,KL,1.2986,20.0692,0.0176,0.2169,1.9445,2.0657
1975,FUN,2.244,21.0222,51.3078,3.9071,0.6683,0.853
1976,SIGI,3.0386,20.0461,0.2456,0.0999,0.3335,0.3412
1977,CACI,12.1944,13.9534,0.5043,0.143,1.6358,1.7277
1981,BOH,5.2596,12.7985,0.1106,0.1732,0.0216,0.0418
1984,CEPU,11.5716,2.9798,0.2678,0.5397,2.668,1.2021
1990,ENV,0.1259,378.3846,0.7266,0.0091,1.0409,1.1096
1991,AIN,2.5743,24.2918,0.8673,0.137,2.4616,3.1328
1992,CAE,1.2891,18.5148,0.5657,0.1552,0.7215,1.4404
1995,HXL,3.2127,18.2032,0.7238,0.2092,0.8987,2.0686
1996,SWM,3.0714,8.1596,1.1151,0.1694,1.731,2.9909
1998,EME,4.9258,12.2316,0.1699,0.1629,1.2324,1.3758
2000,OFG,1.4112,10.3522,0.322,0.0844,0.0848,0.1128
2002,PHG,1.1769,25.8866,0.3988,0.0902,0.8003,1.2051
2003,MERC,1.9722,5.2995,1.8335,0.2212,2.5241,4.1492
2004,HEES,2.1442,9.4977,3.7328,0.2984,0.5866,0.8952
2005,CMO,0.3377,19.6176,0.0869,0.0473,0.0172,0.0201
2006,AZO,50.5951,15.4858,-3.2926,-0.8798,0.0946,0.9219
2008,WCG,8.7974,25.116,0.5015,0.1037,1.3139,1.3622
2009,JKS,3.076,6.4717,2.0127,0.0518,0.6102,0.9467
2013,TM,838.3917,8.594,1.0319,0.1331,1.3645,1.0192
2014,UVV,4.2188,11.4952,0.3088,0.0787,2.7494,5.9355
2015,EIGI,0.0315,221.6667,10.3755,0.026,0.1915,0.4398
2017,HUBG,5.886,6.1374,0.345,0.2057,1.0641,1.1176
2018,LAD,11.312,6.9963,2.8749,0.2219,0.225,1.1997
2019,TWI,0.0648,77.6667,1.6537,0.0576,0.8626,2.0782
2020,SNBR,2.0935,16.1066,-1.822,-0.6348,0.054,0.3087
2021,RYAM,2.2447,4.6916,1.6809,0.1817,0.8322,1.9332
2023,DCO,0.7918,45.9747,0.9002,0.0352,0.6171,2.2451
2024,FLWS,0.6314,20.3968,0.325,0.1295,1.2835,2.1877
2025,FCPT,1.2161,20.3101,0.8913,0.1192,3.7796,5.4594
2026,EBIX,2.9785,14.33,1.5385,0.1948,1.1392,1.3464
2028,MFG,22.7527,9.0384,1.3407,0.0651,0.406,0.4619
2032,MSG,5.9837,53.6511,0.0417,0.0558,1.7739,1.8493
2036,MMS,3.4364,18.908,0.0005,0.2037,2.7344,2.9145
2037,HTGC,0.7908,13.3133,0.9074,0.0801,1.7664,2.4571
2038,CBRL,10.3159,14.1203,0.6875,0.4256,0.3679,0.8413
2042,GBCI,2.1518,18.1743,0.3885,0.12,0.02,0.0293
2043,NR,0.3555,19.0833,0.2839,0.0567,2.1878,3.6872
2046,AINV,1.2058,13.3361,0.5458,0.0614,0.209,0.5029
2047,FMS,6.4673,10.0124,0.6418,0.1686,0.8896,1.2518
2048,RDY,59.1643,35.66,0.401,0.0775,0.8861,1.5733
2052,TLK,264.9901,21.2364,0.4464,0.2705,0.6191,0.9249
2054,HTH,1.2838,13.9297,0.1518,0.0623,0.1961,0.4106
2055,LKFN,3.1781,12.6289,0.3853,0.1542,0.0541,0.0547
2056,ANGO,0.4438,47.7955,0.1689,0.0301,2.0037,2.9324
2057,PKX,21398.8809,11.5488,0.4743,0.0395,1.1596,1.7576
2060,AEGN,0.0906,181.3333,0.6731,0.0063,1.4705,2.1938
2061,AXE,4.6682,11.6623,0.7977,0.0995,1.0319,1.9472
2062,LE,0.8784,18.5227,1.5834,0.0918,0.9675,2.3689
2064,PAG,5.5502,7.2911,2.3025,0.1805,0.1918,1.0093
2065,PRIM,1.5128,12.6689,0.6093,0.1282,0.8423,1.4867
2068,BBGI,0.2358,15.625,0.8848,0.0236,2.2818,2.4583
2069,CASH,1.3175,16.1588,0.1196,0.0694,0.0201,0.0396
2071,PINC,-0.935,10.2829,-0.0751,-0.0233,0.7556,0.9549
2073,SFBS,2.5684,12.4008,0.0909,0.1916,0.0945,0.0986
2074,SMPL,0.9982,17.78,0.2848,0.1048,4.8587,6.0733
2075,FNKO,0.1934,33.7179,1.5985,0.0605,1.1317,1.8195
2076,RBS,0.0963,16.3164,1.2721,0.0355,0.204,0.5479
2078,ZBRA,7.8246,20.2583,1.1918,0.3154,0.4335,0.8932
2080,GABC,1.8642,13.9548,0.7021,0.1014,0.0291,0.036
2081,NCMI,0.3774,16.1538,-2.5098,-0.081,1.9991,2.0896
2082,PCSB,0.3636,51.2051,0.1452,0.023,0.0559,0.0586
2086,MGLN,0.9969,57.4646,0.5858,0.0188,1.5697,1.7212
2091,PRGS,1.414,25.295,0.3583,0.196,1.0883,1.2444
2092,TRMK,2.2296,12.8063,0.0396,0.094,0.0304,0.0479
2094,MSGN,3.8355,6.2272,-1.8099,-0.4392,2.9501,3.0431
2095,NUS,2.1942,27.7511,0.5506,0.1559,1.027,1.8179
2097,EFSC,3.8666,9.7487,0.1954,0.1478,0.0415,0.0527
2098,BOKF,6.8106,11.0603,0.0641,0.1005,0.0624,0.1529
2099,MD,3.0041,11.1864,0.6394,0.087,1.142,1.3127
2100,PSMT,2.4401,35.5943,0.1353,0.0981,0.3865,1.3964
2102,UVSP,1.7241,12.5407,0.4168,0.081,0.0264,0.0352
2103,OCFC,1.4862,14.6169,0.3609,0.0692,0.0228,0.0241
2105,PAM,6.2161,3.3128,0.6656,0.3689,3.1395,3.2413
2106,GOGL,0.5945,10.4407,0.8904,0.0555,0.7687,0.8518
2109,JBT,3.2935,22.0276,0.8483,0.2278,0.6108,1.2745
2110,PJT,1.221,31.5122,-1.1428,-1.027,2.5267,1.919
2113,RHP,5.1559,12.9244,10.6509,1.4531,0.264,0.3589
2115,ADC,1.687,32.8444,0.5485,0.0471,1.8824,1.9457
2116,ENVA,2.0452,9.4466,2.4672,0.2016,1.205,11.191
2118,CMRE,0.3395,13.303,1.2141,0.0495,0.8949,0.7601
2121,TPIC,0.153,163.8667,0.6228,0.0239,0.984,1.5338
2122,ARW,8.2159,8.4188,0.6545,0.1345,1.0756,1.5481
2124,AMG,4.6248,21.4154,0.5143,0.0705,1.9116,2.0565
2128,NMR,62.1645,10.3405,2.8887,0.0798,0.6696,1.3483
2130,MNRO,1.8761,27.1907,0.6215,0.1059,0.0695,1.0683
2131,FMBI,1.484,13.0329,0.0993,0.0768,0.0282,0.0301
2132,ACLS,1.4157,12.5352,0.117,0.1124,3.0203,4.6681
2134,LSI,4.4331,20.9437,0.8331,0.1004,0.2547,0.343
2135,VIVO,0.5625,26.3929,0.2861,0.136,3.8514,5.7524
2137,EPR,3.2667,19.581,1.0422,0.0932,0.6231,0.9925
2139,DSGX,0.3543,81.0,0.0742,0.0539,0.9446,1.1058
2140,ORIT,0.7626,16.8041,0.7205,0.0767,0.0122,0.0178
2142,AIT,3.6599,19.4247,1.1825,0.1738,1.394,2.446
2144,TREE,7.5227,28.4417,1.0859,0.2787,0.7491,0.8939
2146,AXAS,0.3471,3.1143,1.1012,0.3473,0.6293,0.7882
2148,SNX,5.8755,11.1674,1.0061,0.0875,0.8977,1.446
2149,ACOR,0.7082,21.6389,0.5617,0.055,3.3476,3.7653
2151,ALIM,4.6978,0.192,14.1124,-6.0184,2.964,3.4051
2152,PTR,0.2873,14.6659,0.3348,0.0433,0.2898,0.7386
2154,SSL,13.3415,34.5205,0.5092,0.0391,0.8086,1.3553
2156,HMN,0.448,85.1136,0.2309,0.0142,0.1779,0.3411
2158,AEHR,0.0241,130.0,0.3165,0.0274,1.7675,2.6423
2159,BMI,0.9546,51.2604,0.0595,0.0916,1.3228,2.7436
2160,CHCT,0.2376,151.7368,0.7026,0.0162,0.0517,0.7364
2161,MSBI,1.6571,13.2189,1.1651,0.0648,0.0508,0.0673
2163,HLNE,0.3673,38.8404,1.0731,0.2211,2.6063,2.6951
2164,HHC,1.3249,73.9545,0.9912,0.0182,442.5498,1.5446
2165,PMT,2.0977,8.9091,0.8205,0.0976,0.305,7.7751
2168,GOLF,1.3359,15.7239,0.4286,0.1116,0.7364,2.2519
2169,WTTR,0.3422,12.898,0.0753,0.0438,2.0035,2.4046
2171,DOOR,3.4958,13.2633,1.3046,0.1519,1.6702,2.8397
2172,LGND,6.7433,20.0443,1.1344,0.2555,10.3619,10.5842
2173,EBSB,1.0298,13.2593,0.8021,0.0827,0.0769,0.0792
2174,EGP,2.4557,36.692,1.0797,0.098,0.0043,0.6561
2175,SNPS,2.9109,30.8724,0.1349,0.1243,0.6076,0.7343
2177,PSO,0.7331,12.4453,0.1594,0.1302,1.1832,1.7476
2179,UIHC,0.0067,1662.0,0.3056,0.0006,0.2204,0.8896
2180,BIO,12.2025,18.9567,0.1093,0.0909,2.7569,4.4887
2181,E,1.1384,11.9151,0.507,0.0811,1.12,1.39
2183,KRC,2.565,24.5625,0.7267,0.0658,0.4356,1.1301
2187,ACCO,1.0385,6.6471,1.1314,0.1351,0.8268,1.469
2188,PLXS,0.4045,144.025,0.2048,0.0142,0.9388,2.0567
2189,TRNO,1.0702,32.2661,0.3695,0.051,0.8721,2.9112
2190,ASGN,3.0052,18.0464,0.9309,0.1334,2.1272,2.2268
2192,MANT,2.0662,25.1442,0.0054,0.0586,1.6877,1.8082
2194,OMAB,8.326,12.8511,0.5492,0.3431,3.0337,3.233
2195,VNOM,1.1603,12.9552,0.7582,0.2656,10.7918,10.8344
2196,TCPC,0.7735,16.9351,0.9693,0.0548,1.1702,2.4061
2197,IBTX,4.2083,10.5704,0.2832,0.0798,0.017,0.0225
2200,FWONA,1.6208,26.3009,0.8057,0.032,0.2226,0.3335
2203,ATKR,2.9682,10.0039,7.4083,1.1195,1.4365,2.3727
2204,UHAL,40.3198,8.4708,1.0309,0.2319,0.5476,0.6873
2205,SJR,0.1208,266.095,0.7305,0.0101,0.3966,0.6369
2210,ACBI,1.0928,14.8818,0.1545,0.0882,0.109,0.2625
2211,CVBF,1.0832,16.184,0.014,0.0821,0.0188,0.0241
2212,NGVT,4.0292,20.8184,2.2214,0.4993,1.0715,2.3061
2213,BY,1.1129,13.7686,0.71,0.0633,0.0299,0.0443
2214,PATK,4.9916,5.9339,1.5425,0.2932,0.5667,2.4416
2218,VMI,4.2715,26.2293,0.7108,0.089,2.224,3.2776
2220,SASR,2.8393,11.1135,0.8296,0.0945,0.0147,0.0218
2221,AYR,3.2524,5.4214,2.0073,0.1234,0.1077,0.1101
2223,TVTY,2.4547,10.0445,0.0831,0.2678,0.852,0.9634
2224,FCN,3.9235,16.4138,0.1969,0.1117,1.8565,2.0004
2226,WEX,3.9044,35.9128,1.3163,0.0942,1.4056,1.4701
2227,NXST,8.5388,9.23,2.1487,0.2102,1.7131,1.8979
2230,MTRN,1.0297,43.6796,0.0327,0.0376,1.4393,3.1432
