Symbol,EarningsPerShare,PriceEarningsRatio,DebtEquityRatio,ReturnOnEquity,QuickRatio,WorkingCapitalRatio
RYAM,2.2447,4.6916,1.6809,0.1817,0.8322,1.9332
LOGI,1.2707,28.2835,0.0,0.1985,1.4883,2.0376
DCO,0.7918,45.9747,0.9002,0.0352,0.6171,2.2451
FLWS,0.6314,20.3968,0.325,0.1295,1.2835,2.1877
FCPT,1.2161,20.3101,0.8913,0.1192,3.7796,5.4594
EBIX,2.9785,14.33,1.5385,0.1948,1.1392,1.3464
ENBL,1.1195,0.0,0.5644,0.0687,0.205,0.278
MFG,22.7527,9.0384,1.3407,0.0651,0.406,0.4619
ANAB,-2.3048,0.0,0.0156,-0.1268,19.5614,19.8853
ABUS,-1.2104,0.0,0.0,-0.285,11.2152,11.4983
CBB,-1.5987,0.0,-25.7307,0.9307,0.6613,0.8231
MSG,5.9837,53.6511,0.0417,0.0558,1.7739,1.8493
ANSS,5.0188,28.6453,0.0,0.1583,2.4986,2.4986
STML,-2.6737,0.0,0.0,-2.0147,2.8327,2.9718
NVRO,-1.6317,0.0,0.6208,-0.2004,5.5406,7.1115
MMS,3.4364,18.908,0.0005,0.2037,2.7344,2.9145
HTGC,0.7908,13.3133,0.9074,0.0801,1.7664,2.4571
CBRL,10.3159,14.1203,0.6875,0.4256,0.3679,0.8413
GEN,-1.4549,0.0,-3.6659,0.1756,0.8777,0.9599
ADXS,-18.8861,0.0,0.0,-2.7656,2.0454,2.2064
ITRI,-2.518,0.0,1.4265,-0.1393,0.8571,1.373
GBCI,2.1518,18.1743,0.3885,0.12,0.02,0.0293
NR,0.3555,19.0833,0.2839,0.0567,2.1878,3.6872
ERII,0.4102,16.4146,0.0,0.1949,3.8922,4.4098
CLMT,-0.7,0.0,26.0244,-0.8387,0.8962,1.6141
AINV,1.2058,13.3361,0.5458,0.0614,0.209,0.5029
FMS,6.4673,10.0124,0.6418,0.1686,0.8896,1.2518
RDY,59.1643,35.66,0.401,0.0775,0.8861,1.5733
CERS,-0.4242,0.0,0.3534,-0.6811,2.4499,2.7887
SDRL,-6.79,0.0,2.4752,-0.1851,4.278,5.9634
BL,-0.5088,0.0,0.0,-0.0865,1.303,1.3912
TLK,264.9901,21.2364,0.4464,0.2705,0.6191,0.9249
SSYS,-0.2044,0.0,0.0238,-0.0096,3.0377,3.8922
HTH,1.2838,13.9297,0.1518,0.0623,0.1961,0.4106
LKFN,3.1781,12.6289,0.3853,0.1542,0.0541,0.0547
ANGO,0.4438,47.7955,0.1689,0.0301,2.0037,2.9324
PKX,21398.8809,11.5488,0.4743,0.0395,1.1596,1.7576
SVM,0.2799,9.4286,0.0,0.1427,3.3057,3.8012
ENT,-2.5803,0.0,-3.1352,1.0453,0.6484,0.904
AEGN,0.0906,181.3333,0.6731,0.0063,1.4705,2.1938
AXE,4.6682,11.6623,0.7977,0.0995,1.0319,1.9472
LE,0.8784,18.5227,1.5834,0.0918,0.9675,2.3689
ACIA,0.1216,316.6667,0.0,0.0098,4.9754,5.4312
PAG,5.5502,7.2911,2.3025,0.1805,0.1918,1.0093
PRIM,1.5128,12.6689,0.6093,0.1282,0.8423,1.4867
CTMX,-1.8798,0.0,0.0,-0.6464,4.4648,4.5499
RDUS,-4.8603,0.0,2.9655,-3.6505,5.466,5.9237
BBGI,0.2358,15.625,0.8848,0.0236,2.2818,2.4583
CASH,1.3175,16.1588,0.1196,0.0694,0.0201,0.0396
SITO,-0.6709,0.0,0.0255,-1.3025,1.3148,1.363
PINC,-0.935,10.2829,-0.0751,-0.0233,0.7556,0.9549
GWPH,-0.8053,0.0,0.0211,-0.711,8.9961,9.7653
SFBS,2.5684,12.4008,0.0909,0.1916,0.0945,0.0986
SMPL,0.9982,17.78,0.2848,0.1048,4.8587,6.0733
FNKO,0.1934,33.7179,1.5985,0.0605,1.1317,1.8195
RBS,0.0963,16.3164,1.2721,0.0355,0.204,0.5479
SSTK,1.5608,22.9363,0.0,0.1908,1.2175,1.3736
ZBRA,7.8246,20.2583,1.1918,0.3154,0.4335,0.8932
BGG,-0.2653,0.0,0.4347,-0.0198,0.5929,1.7683
GABC,1.8642,13.9548,0.7021,0.1014,0.0291,0.036
NCMI,0.3774,16.1538,-2.5098,-0.081,1.9991,2.0896
PCSB,0.3636,51.2051,0.1452,0.023,0.0559,0.0586
EROS,-0.372,0.0,0.3302,-0.0261,1.4289,1.4188
INST,-1.2398,0.0,0.0,-0.3384,1.4276,1.6106
FDP,-0.4527,0.0,0.3915,-0.0129,0.8444,1.9433
MGLN,0.9969,57.4646,0.5858,0.0188,1.5697,1.7212
ADMP,-0.8248,0.0,0.0553,-0.8354,1.768,2.2317
EDIT,-2.2998,0.0,0.1373,-0.4656,10.2781,10.4394
TLRA,-0.1889,0.0,0.0,-0.1722,1.3435,1.3733
GAIA,-1.8879,0.0,0.1534,-0.4148,2.4035,2.6486
PRGS,1.414,25.295,0.3583,0.196,1.0883,1.2444
TRMK,2.2296,12.8063,0.0396,0.094,0.0304,0.0479
ACRS,-3.2426,0.0,0.1397,-0.617,6.164,6.565
MSGN,3.8355,6.2272,-1.8099,-0.4392,2.9501,3.0431
NUS,2.1942,27.7511,0.5506,0.1559,1.027,1.8179
SPSC,0.6757,59.2662,0.0,0.0748,3.6425,4.4162
EFSC,3.8666,9.7487,0.1954,0.1478,0.0415,0.0527
BOKF,6.8106,11.0603,0.0641,0.1005,0.0624,0.1529
MD,3.0041,11.1864,0.6394,0.087,1.142,1.3127
PSMT,2.4401,35.5943,0.1353,0.0981,0.3865,1.3964
FTK,-1.2332,0.0,0.2467,-0.3489,0.4758,2.3117
UVSP,1.7241,12.5407,0.4168,0.081,0.0264,0.0352
OCFC,1.4862,14.6169,0.3609,0.0692,0.0228,0.0241
RADA,0.0052,258.0,0.0,0.0039,3.2146,4.4554
PAM,6.2161,3.3128,0.6656,0.3689,3.1395,3.2413
GOGL,0.5945,10.4407,0.8904,0.0555,0.7687,0.8518
CNCE,-2.3912,0.0,0.0,-0.334,18.5177,20.5908
CCRN,-0.4676,0.0,0.3824,-0.0779,2.1822,2.2826
JBT,3.2935,22.0276,0.8483,0.2278,0.6108,1.2745
PJT,1.221,31.5122,-1.1428,-1.027,2.5267,1.919
RUBI,-1.2181,0.0,0.0,-0.5239,1.2186,1.2472
BKE,1.8367,10.4301,0.0,0.2293,2.2931,3.683
RHP,5.1559,12.9244,10.6509,1.4531,0.264,0.3589
IRTC,-1.9965,0.0,0.6413,-0.8871,3.3179,3.5217
ADC,1.687,32.8444,0.5485,0.0471,1.8824,1.9457
ENVA,2.0452,9.4466,2.4672,0.2016,1.205,11.191
QTNT,-1.8061,0.0,-5.9463,5.6276,1.2471,1.9237
CMRE,0.3395,13.303,1.2141,0.0495,0.8949,0.7601
EGAN,-0.0725,0.0,-1.0607,0.2285,0.6182,0.7375
ZGNX,-2.9526,0.0,0.0,-0.237,8.8083,9.126
TPIC,0.153,163.8667,0.6228,0.0239,0.984,1.5338
ARW,8.2159,8.4188,0.6545,0.1345,1.0756,1.5481
TA,-15.157,0.0,1.5959,-0.2686,1.4266,2.2296
AMG,4.6248,21.4154,0.5143,0.0705,1.9116,2.0565
FRTA,-0.3795,0.0,12.23,-0.2251,1.055,2.4503
INWK,-1.471,0.0,0.7796,-0.416,0.7627,0.9818
PI,-1.6406,0.0,0.2487,-0.3599,3.2371,5.2645
NMR,62.1645,10.3405,2.8887,0.0798,0.6696,1.3483
UCFC,0.7476,11.8,0.0,0.1202,0.0246,0.066
MNRO,1.8761,27.1907,0.6215,0.1059,0.0695,1.0683
FMBI,1.484,13.0329,0.0993,0.0768,0.0282,0.0301
ACLS,1.4157,12.5352,0.117,0.1124,3.0203,4.6681
ITCI,-2.8346,0.0,0.0,-0.4883,9.5741,9.7919
LSI,4.4331,20.9437,0.8331,0.1004,0.2547,0.343
VIVO,0.5625,26.3929,0.2861,0.136,3.8514,5.7524
MCHX,-0.0638,0.0,0.0,-0.0282,4.1584,4.3383
EPR,3.2667,19.581,1.0422,0.0932,0.6231,0.9925
CRAI,2.7764,15.4167,0.0,0.1145,1.2261,1.2712
DSGX,0.3543,81.0,0.0742,0.0539,0.9446,1.1058
ORIT,0.7626,16.8041,0.7205,0.0767,0.0122,0.0178
CTIC,-0.507,0.0,0.2399,-0.4995,3.5011,3.5781
AIT,3.6599,19.4247,1.1825,0.1738,1.394,2.446
HCM,-1.1258,0.0,0.0687,-0.1923,4.1909,4.3349
TREE,7.5227,28.4417,1.0859,0.2787,0.7491,0.8939
MODN,-0.9026,0.0,1.3415,-0.7046,1.1704,1.2266
AXAS,0.3471,3.1143,1.1012,0.3473,0.6293,0.7882
CTSO,-0.5438,0.0,0.6503,-1.0163,3.804,4.0863
SNX,5.8755,11.1674,1.0061,0.0875,0.8977,1.446
ACOR,0.7082,21.6389,0.5617,0.055,3.3476,3.7653
PCTY,0.7331,81.6081,0.0,0.1814,0.1112,1.0845
ALIM,4.6978,0.192,14.1124,-6.0184,2.964,3.4051
PTR,0.2873,14.6659,0.3348,0.0433,0.2898,0.7386
ASUR,-0.4958,0.0,1.0921,-0.0736,0.212,1.0771
SSL,13.3415,34.5205,0.5092,0.0391,0.8086,1.3553
GSS,-0.3159,0.0,0.8833,-0.2111,0.7909,1.0435
HMN,0.448,85.1136,0.2309,0.0142,0.1779,0.3411
NTLA,-1.9656,0.0,0.0,-0.3071,7.9268,8.0099
AEHR,0.0241,130.0,0.3165,0.0274,1.7675,2.6423
BMI,0.9546,51.2604,0.0595,0.0916,1.3228,2.7436
CHCT,0.2376,151.7368,0.7026,0.0162,0.0517,0.7364
MSBI,1.6571,13.2189,1.1651,0.0648,0.0508,0.0673
GNMK,-0.9025,0.0,1.0744,-1.5054,2.8324,3.373
HLNE,0.3673,38.8404,1.0731,0.2211,2.6063,2.6951
HHC,1.3249,73.9545,0.9912,0.0182,442.5498,1.5446
PMT,2.0977,8.9091,0.8205,0.0976,0.305,7.7751
APPS,-0.7034,0.0,0.1922,-1.9101,0.6486,0.8567
SHAK,0.4096,80.0185,0.0,0.0671,1.6245,1.6868
GOLF,1.3359,15.7239,0.4286,0.1116,0.7364,2.2519
WTTR,0.3422,12.898,0.0753,0.0438,2.0035,2.4046
VYGR,-2.7118,0.0,0.0,-1.9009,4.9192,5.13
DOOR,3.4958,13.2633,1.3046,0.1519,1.6702,2.8397
LGND,6.7433,20.0443,1.1344,0.2555,10.3619,10.5842
EBSB,1.0298,13.2593,0.8021,0.0827,0.0769,0.0792
EGP,2.4557,36.692,1.0797,0.098,0.0043,0.6561
SNPS,2.9109,30.8724,0.1349,0.1243,0.6076,0.7343
FCEL,-7.9922,0.0,1.0854,-0.5759,1.1333,2.1673
PSO,0.7331,12.4453,0.1594,0.1302,1.1832,1.7476
EEX,-0.3429,0.0,0.8046,-0.0354,0.3098,0.3835
UIHC,0.0067,1662.0,0.3056,0.0006,0.2204,0.8896
BIO,12.2025,18.9567,0.1093,0.0909,2.7569,4.4887
E,1.1384,11.9151,0.507,0.0811,1.12,1.39
MIME,-0.2216,0.0,0.6954,-0.1218,1.2345,1.3278
KRC,2.565,24.5625,0.7267,0.0658,0.4356,1.1301
RVNC,-3.8545,0.0,0.0,-0.979,6.3667,6.5037
NATI,1.1708,38.7863,0.0,0.1252,2.7342,3.6123
CRR,-2.7209,0.0,0.2629,-0.2243,1.4774,2.2501
ACCO,1.0385,6.6471,1.1314,0.1351,0.8268,1.469
PLXS,0.4045,144.025,0.2048,0.0142,0.9388,2.0567
TRNO,1.0702,32.2661,0.3695,0.051,0.8721,2.9112
ASGN,3.0052,18.0464,0.9309,0.1334,2.1272,2.2268
CVNA,-0.4674,0.0,8.6291,-0.8412,0.689,2.0116
MANT,2.0662,25.1442,0.0054,0.0586,1.6877,1.8082
GSUM,-17.5323,0.0,5.3316,-11.2212,0.5718,0.9146
OMAB,8.326,12.8511,0.5492,0.3431,3.0337,3.233
VNOM,1.1603,12.9552,0.7582,0.2656,10.7918,10.8344
TCPC,0.7735,16.9351,0.9693,0.0548,1.1702,2.4061
IBTX,4.2083,10.5704,0.2832,0.0798,0.017,0.0225
ZN,-0.5952,0.0,0.4369,-7.5085,0.941,1.1111
DSPG,-0.0882,0.0,0.0,-0.0138,2.8855,3.318
FWONA,1.6208,26.3009,0.8057,0.032,0.2226,0.3335
QTRX,-1.4207,0.0,0.1856,-0.768,2.8812,3.2825
ZEAL,18.9027,3.9967,0.0,0.5207,10.2707,10.3846
ATKR,2.9682,10.0039,7.4083,1.1195,1.4365,2.3727
UHAL,40.3198,8.4708,1.0309,0.2319,0.5476,0.6873
SJR,0.1208,266.095,0.7305,0.0101,0.3966,0.6369
BOLD,-3.0176,0.0,0.0,-0.291,17.3699,17.599
AI,-3.0445,0.0,0.2696,-0.3345,0.0234,1.0918
SA,-0.3458,0.0,0.0,-0.0516,3.5149,3.7639
BCOV,-0.3845,0.0,0.0,-0.1987,0.8542,1.0482
ACBI,1.0928,14.8818,0.1545,0.0882,0.109,0.2625
CVBF,1.0832,16.184,0.014,0.0821,0.0188,0.0241
NGVT,4.0292,20.8184,2.2214,0.4993,1.0715,2.3061
BY,1.1129,13.7686,0.71,0.0633,0.0299,0.0443
PATK,4.9916,5.9339,1.5425,0.2932,0.5667,2.4416
INUV,-0.1816,0.0,0.2818,-0.5339,0.4923,0.5115
SYNC,-0.1937,0.0,0.0722,-0.1476,1.1517,1.2566
VBLT,-0.6847,1.5645,0.0,-0.3853,10.5744,10.8314
VMI,4.2715,26.2293,0.7108,0.089,2.224,3.2776
BPMC,-5.3843,0.0,0.0,-0.5648,8.2785,8.2852
SASR,2.8393,11.1135,0.8296,0.0945,0.0147,0.0218
AYR,3.2524,5.4214,2.0073,0.1234,0.1077,0.1101
NBRV,-1.7136,0.0,0.3456,-1.6724,5.9826,6.1077
TVTY,2.4547,10.0445,0.0831,0.2678,0.852,0.9634
FCN,3.9235,16.4138,0.1969,0.1117,1.8565,2.0004
ATOM,-0.8579,0.0,0.0,-0.7268,11.8672,11.9727
WEX,3.9044,35.9128,1.3163,0.0942,1.4056,1.4701
NXST,8.5388,9.23,2.1487,0.2102,1.7131,1.8979
CURO,-0.4795,0.0,-48.9036,1.1545,1.0795,1.8247
KODK,-0.3745,0.0,-133.6667,5.3333,0.6118,1.1697
MTRN,1.0297,43.6796,0.0327,0.0376,1.4393,3.1432
TECH,3.3574,44.1131,0.3142,0.1169,3.7989,5.0103
WING,0.7414,86.7432,-1.3867,-0.0966,0.8579,1.1293
ALO,-0.3143,0.0,0.0274,-0.0552,0.9101,2.599
HAFC,1.8209,10.9444,0.3131,0.1047,0.0322,0.0445
FI,-0.4046,0.0,0.0054,-0.0877,3.1007,3.7934
ADES,1.7802,5.927,1.0909,0.5218,0.7961,1.468
ATRA,-5.0538,0.0,0.0,-0.6808,7.7497,8.0414
BOOM,2.0454,17.1317,0.308,0.2269,1.1319,2.0478
GLYC,-1.1191,0.0,0.0,-0.2349,23.9605,24.2229
SPH,1.2464,18.879,2.5417,0.155,0.3491,0.7203
GCAP,2.0977,3.0345,0.4433,0.3119,2.2689,1.3609
NEWR,-0.8174,0.0,0.0,-0.2107,1.6264,1.6602
VCRA,-0.3167,0.0,0.6787,-0.0594,4.3405,4.4884
BZH,-1.3475,0.0,2.0589,-0.0705,1.0343,10.9535
PRI,7.5479,13.2939,0.9189,0.2218,4.0293,4.3427
TCO,0.949,47.8842,-39.1902,-0.8989,0.2733,0.2951
EXLS,1.6559,31.8909,0.4614,0.0918,2.9232,3.2234
QLYS,1.4552,50.8435,0.0,0.1601,1.8597,1.9246
QURE,-2.2346,0.0,0.1975,-0.4638,11.7748,11.8472
RTRX,-2.4893,0.0,0.6836,-0.3226,4.6282,4.7378
STAR,-0.9525,0.0,3.7475,-0.0374,3.7582,4.22
WIFI,-0.0287,0.0,1.2758,-0.0095,1.1226,1.1682
CLSD,-2.5861,0.0,0.4223,-3.5063,3.9364,4.0993
ICUI,1.4053,162.8582,0.0,0.0228,2.24,3.7187
WVE,-4.9774,0.0,0.0,-1.9994,1.8057,1.5555
MNTX,-0.6715,0.0,0.8296,-0.1497,0.9914,1.8093
LSTR,6.209,15.4556,0.2676,0.3717,1.7826,1.813
LTC,3.8923,10.6598,0.7402,0.1877,2.2072,3.3656
ELS,1.1843,40.6402,2.0454,0.1896,0.3906,0.7755
TGS,27.1296,8.1112,0.6656,0.3689,3.1395,3.2413
CDR,-0.1149,0.0,1.1235,0.007,0.8838,1.7233
ABDC,0.4085,16.175,0.5671,0.0379,0.4819,0.485
VGZ,-0.087,0.0,0.0,-0.41,15.5161,16.1353
ARTX,0.0706,37.4286,0.1832,0.0244,0.9752,1.9665
NAK,-0.0518,0.0,0.0,-0.1077,2.281,2.4937
ASIX,2.2227,11.0636,0.4758,0.1576,0.5973,1.0925
SYBX,-1.9033,0.0,0.0038,-0.3903,14.8455,14.9068
TEO,5.4625,47.6862,0.3514,0.0235,0.6087,0.6266
WASH,3.9485,12.0329,0.7659,0.1524,0.0209,0.0292
XLRN,-2.5735,0.0,0.0,-0.407,15.8602,16.1809
RMNI,-1.069,0.0,-0.0089,0.2559,0.4436,0.4734
LMAT,1.1716,20.0339,0.0,0.1762,3.2244,4.7584
HMI,0.6112,4.5509,0.0215,0.1878,1.6679,2.0591
SRT,-0.0341,0.0,0.7009,-0.0272,1.1461,1.3304
BPY,16.042,25.5873,52.636,3.3479,0.0456,0.6903
CBZ,1.1095,17.4336,0.2257,0.1037,0.7326,1.3181
BLRX,-3.2783,0.0,0.2113,-0.5557,4.6645,4.7368
KIRK,0.3311,31.7273,0.0,0.0376,0.8269,1.83
CDZI,-1.0716,0.0,-1.7476,0.3046,3.041,3.1395
SAIA,4.0859,13.6814,0.1766,0.1509,0.8782,1.0194
CRMD,-1.2738,0.0,1.2414,-5.4374,2.2928,2.4034
THM,-0.0224,0.0,0.0,-0.0643,18.6676,19.0398
RRTS,-107.487,0.0,-4.2131,3.1751,0.9611,1.1796
OGS,3.279,24.3425,0.7759,0.0843,0.4532,0.7774
AY,0.4151,58.3333,3.5707,0.0257,1.5557,1.5257
CMD,2.1827,42.5275,0.324,0.1495,1.5784,2.5095
LBY,-0.3592,0.0,7.9711,-0.1595,0.6741,1.9638
RBC,5.359,13.217,0.5657,0.1001,1.1712,2.6594
CIO,0.7776,12.5,1.6129,0.096,1.5623,2.0931
FNJN,0.7194,3.3467,0.0,0.3793,7.1096,8.1296
ADUS,1.3363,46.8138,0.0627,0.0635,2.9007,3.0161
LBAI,1.3352,11.2197,0.4589,0.1016,0.0426,0.0488
NWE,3.9141,15.0863,1.0938,0.1014,0.512,0.8002
PLT,-0.0263,0.0,1.3953,-0.0025,6.4763,7.1683
GOL,-0.3468,0.0,-1.4755,0.2177,0.3182,0.4598
ELF,0.3217,26.2424,0.6558,0.0677,2.0441,3.2952
VAC,1.1693,42.9939,1.1031,0.0159,2.2708,1.3738
OMCL,0.9521,63.7917,0.1993,0.0555,1.2877,1.9412
UFPI,2.436,10.7718,0.2139,0.1384,1.3161,3.2097
IBOC,3.264,10.5199,0.3135,0.1113,0.0345,0.0447
ZAGG,1.41,6.9857,0.3682,0.2473,1.1077,1.6779
VEC,3.1343,6.8726,0.3327,0.1595,1.3257,1.3927
WBK,2.3848,11.5884,3.0354,0.1255,0.0491,0.1149
HELE,1.6481,54.9085,0.2857,0.0438,0.9894,1.8622
CRHM,0.1783,47.6562,0.9015,0.1678,2.2855,2.5549
FGP,-2.5942,0.0,-2.1131,0.2477,0.8774,1.3014
XSPA,-21.5391,0.0,0.9319,-4.0858,0.2335,0.3457
BRG,-1.8001,0.0,8.0899,-0.0073,1.1521,3.8725
GSV,-0.0438,0.0,0.0,-0.0476,6.2166,6.3824
AIR,0.4504,101.5682,0.1893,0.0167,0.7309,2.8284
POL,2.002,14.2289,2.5104,0.2959,0.9292,1.7912
EBR,11.0907,2.5611,0.9962,0.2171,0.6176,1.2826
TRVG,-0.0613,0.0,0.1496,-0.0252,4.2125,4.3541
HIIQ,0.7667,24.9813,0.1391,0.1205,0.1724,1.371
SIEN,-2.8891,0.0,0.5196,-1.2355,1.706,2.1222
HASI,0.7693,25.4,1.3781,0.0519,10.0102,10.4071
CVI,2.8747,11.0513,0.9075,0.2247,1.6875,2.6069
CPLP,-0.5488,0.0,0.5004,-0.0001,0.411,0.5606
JOBS,20.2467,21.1296,0.2279,0.1654,2.1547,2.2989
BXG,1.177,10.9576,1.4776,0.2047,2.7346,11.3792
FBK,2.6121,13.4692,0.2204,0.1194,0.0285,0.1038
NICE,2.6153,41.6192,0.2261,0.079,1.2382,1.3782
KALU,5.557,16.1465,0.5003,0.1239,1.6647,3.1951
ACC,0.8545,49.2738,0.8319,0.0336,1.2965,1.9904
RELX,0.6696,22.4901,2.7329,0.6106,0.4001,0.4418
CAMP,0.4664,49.7872,0.7757,0.0835,2.3823,2.888
ICON,-13.3685,0.0,-3.9091,0.5819,1.0524,1.3399
JE,3.4637,1.6307,2.51,2.3519,0.84,1.2403
ASPS,-0.3168,0.0,1.122,-0.0182,1.6365,1.9308
RGS,0.1395,120.0714,0.185,0.0132,1.0276,1.8306
ZIXI,0.285,19.7586,0.0,0.2534,0.7365,0.8137
ITGR,5.1868,14.5373,0.8727,0.1584,1.2826,2.5293
CGBD,0.6252,19.6825,0.4844,0.0368,1.5714,1.7923
MNLO,-2.2144,0.0,0.0,-0.3946,14.276,14.6165
RGEN,0.3789,138.7895,0.1681,0.027,1.7681,2.1237
KRO,1.7686,6.5085,0.5437,0.2441,2.9443,5.1474
SB,0.1605,11.125,1.2337,0.0594,1.9286,1.8544
AOSL,0.5973,23.9,0.3298,0.0512,1.0698,1.8439
CVGW,1.8375,52.4324,0.0582,0.1218,0.74,1.2988
DSKE,-0.1574,0.0,1.5351,-0.0116,1.4281,1.589
DGICA,-1.155,0.0,0.163,-0.0821,0.6371,0.6429
CCO,-0.5972,0.0,-2.333,0.0965,1.4298,1.3919
TUES,-0.4785,0.0,0.2135,-0.1217,0.0727,1.9227
SILC,1.9388,18.0289,0.0,0.0926,2.4246,4.832
RGLD,-1.7285,0.0,0.167,-0.0538,2.2402,2.4484
GBDC,1.366,13.708,0.8701,0.0846,1.9018,2.1867
OCSI,0.7016,12.3571,0.8816,0.0699,0.4583,0.8623
TSG,-0.6925,0.0,1.3127,-0.0247,0.9746,1.0291
EBS,1.2307,47.424,0.786,0.062,1.8708,3.0978
EURN,-0.6914,0.0,0.7823,-0.0487,1.8024,1.8151
QTWO,-0.8161,0.0,1.1499,-0.2228,2.6982,2.9629
SAGE,-7.9528,0.0,0.0,-0.4321,10.7537,10.981
NOA,0.5458,19.6946,2.5549,0.1023,0.6844,0.8756
APVO,-2.3664,0.0,0.634,-1.7657,2.459,2.7648
CALX,-0.3632,0.0,0.1975,-0.127,0.8164,1.2163
PLAB,0.6149,15.9672,0.0756,0.0554,2.354,2.6311
RARX,-2.0045,0.0,0.0,-0.3136,20.6995,20.8222
AGYS,-0.3582,0.0,0.0016,-0.077,1.2636,1.4339
AHT,-1.678,0.0,7.2002,-0.2806,2.7363,2.75
CALA,-1.4329,0.0,0.0,-0.4311,9.3132,9.4249
TGH,0.8823,11.3182,2.8255,0.0417,1.4394,1.3945
CG,2.5188,17.6966,6.4394,0.3018,0.7518,1.9603
EVA,0.2626,693.75,2.9489,0.0474,0.3812,0.5827
ATR,3.1003,30.1506,0.1153,0.1369,1.2065,1.931
TRST,0.6357,10.7692,0.0,0.1254,0.1127,0.1131
SYKE,1.1436,21.319,0.1234,0.0592,2.5656,2.7839
TEDU,0.5263,12.8257,0.0,0.1117,0.7464,0.927
FWRD,3.1522,17.4682,0.0861,0.1664,2.4359,2.691
ABG,8.5707,7.9737,3.9548,0.355,0.1063,1.1916
LBC,0.7969,11.275,2.4228,0.0775,0.0168,0.0228
MARA,-2.0085,0.0,0.3421,-4.3872,1.1221,1.3261
DS,-0.6604,0.0,0.4988,-0.2872,0.8975,1.8271
FLIC,1.6311,12.1646,1.5083,0.1071,0.0133,0.0133
ARDX,-1.4694,0.0,0.4249,-0.7883,9.7684,9.9487
ARR,-2.9053,0.0,0.0,-0.0942,0.0353,0.1969
ADAP,-0.1522,0.0,0.0,-0.3869,8.5699,9.4568
ATGE,0.5607,89.2727,0.1929,0.0222,1.5911,1.8809
WHD,0.6901,17.1312,0.0906,0.2909,2.1858,3.6785
LECO,4.4544,17.8394,0.7922,0.3237,1.4042,2.3
TRVN,-0.3739,0.0,0.4188,-0.7413,3.5898,3.55
FSB,2.3754,10.8074,1.1576,0.0926,0.0766,0.0823
CATO,0.3412,33.1176,0.0,0.0262,1.6438,2.6782
MTX,4.7928,10.7182,0.7509,0.1249,1.5708,2.2946
FENG,-0.1095,0.0,0.0869,-0.0205,1.7997,1.8826
LJPC,-7.6036,0.0,0.0,-5.553,6.7433,6.9832
TREX,2.2904,25.9214,0.0,0.3924,2.1219,2.9127
FTS,2.612,17.3886,1.4992,0.0705,0.3972,0.7669
CCS,3.1358,5.3938,1.017,0.1122,0.1561,4.543
CHUY,0.3268,53.7576,0.0,0.0286,0.3848,0.6655
MLNT,-14.0299,0.0,0.5813,-0.827,0.7806,1.1188
CLB,1.7984,33.1444,1.8485,0.5073,1.3874,2.2524
CTRN,1.0607,20.7788,0.0,0.0696,0.7324,2.1375
VSTM,-0.9823,0.0,0.9691,-0.5827,6.7416,6.8306
CIT,4.0552,10.5137,1.3651,0.0752,0.0117,0.0824
UTI,-1.506,0.0,0.3319,-0.2581,1.0647,1.2632
GPL,-0.0598,0.0,0.0,-0.1385,2.6742,5.0907
INTT,0.2895,21.1379,0.0,0.0708,1.3271,1.6631
IBP,1.7533,19.142,2.5395,0.3,1.7317,2.2651
CENT,2.3678,15.0544,0.7267,0.1298,3.6105,5.716
SPTN,0.9341,18.4731,0.975,0.0469,0.7658,2.1012
NSIT,4.6133,8.8587,0.1995,0.1658,1.3499,1.5219
AMRS,-3.1024,0.0,-0.963,1.0573,0.3432,0.4355
EQBK,2.2685,15.1288,0.1049,0.0786,0.0557,0.0635
SEAC,0.3802,8.7632,0.0,0.1575,2.4922,2.6358
RNGR,-0.2089,0.0,0.7017,-0.0324,0.8149,1.0374
INAP,-2.4498,0.0,-251.027,22.8352,0.6314,0.9018
ARGX,-2.0708,0.0,0.0,-0.1238,14.3382,14.2911
RACE,4.1527,20.7964,1.4252,0.5818,1.2201,1.5961
STKL,-1.3404,0.0,3.9068,-0.8379,0.3034,1.1951
ROL,0.7078,50.8451,0.0,0.3254,0.8902,0.9565
KOP,1.141,15.2143,17.6228,0.4164,0.761,1.8088
STAA,0.1126,260.5,0.0403,0.0375,4.682,5.4664
TCRD,-0.3244,5.6822,0.7296,-0.0358,2.5157,4.0411
LFUS,6.5416,25.9033,0.47,0.1113,2.4474,3.4968
CYBR,1.3344,57.0308,0.0,0.1008,3.3148,3.359
APOG,2.7972,15.853,0.4221,0.1554,1.1306,1.6155
MPWR,2.482,46.6867,0.0,0.1645,5.3767,7.2205
MBIN,2.0751,9.5962,0.4185,0.1493,0.1003,0.3952
HI,1.2293,43.1653,0.4713,0.1048,0.7425,1.1484
FELE,2.2649,19.0578,0.2812,0.1443,0.907,2.2664
SSB,4.8969,12.2347,0.049,0.0756,0.0339,0.0372
WBAI,-1.1065,0.0,0.0038,-0.4045,6.0343,6.0343
ADMA,-1.4184,0.0,2.2309,-3.3253,2.9244,4.6264
GLP,2.9469,5.4882,2.5893,0.2089,0.643,1.5013
ITRN,2.5846,11.1319,0.4762,0.3948,1.0274,1.8044
RYB,-0.0612,0.0,0.0,-0.0165,0.9811,1.1224
MAIN,2.7579,12.075,0.6635,0.114,0.2322,0.3985
